year,country_name,hdi_category,indicator_name,reference,values
,Zambia,,Population without  electricity (millions) 2005,,9.5
,Côte d'Ivoire,,Population without  electricity (millions) 2005,,9.1
,Burundi,,Population without  electricity (millions) 2005,,..
,Congo (Democratic Republic of the),,Population without  electricity (millions) 2005,,53.8
,Ethiopia,,Population without  electricity (millions) 2005,,60.8
,Chad,,Population without  electricity (millions) 2005,,..
,Central African Republic,,Population without  electricity (millions) 2005,,..
,Mozambique,,Population without  electricity (millions) 2005,,18.6
,Mali,,Population without  electricity (millions) 2005,,..
,Niger,,Population without  electricity (millions) 2005,,..
,Guinea-Bissau,,Population without  electricity (millions) 2005,,..
,Burkina Faso,,Population without  electricity (millions) 2005,,12.4
,Sierra Leone,,Population without  electricity (millions) 2005,,..
,Iceland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.5
,Norway,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.9
,Australia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.8
,Canada,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.4
,Ireland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,9.5
,Sweden,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.5
,Switzerland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,8.3
,Japan,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.4
,Netherlands,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.8
,France,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.9
,Finland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.8
,United States,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.6
,Spain,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.9
,Denmark,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.9
,Austria,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.3
,United Kingdom,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.3
,Belgium,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.2
,Luxembourg,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.1
,New Zealand,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.1
,Italy,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,8.2
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,11.5
,Germany,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.2
,Israel,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.3
,Greece,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.4
,Singapore,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.4
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.2
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.4
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.9
,Portugal,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.1
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Barbados,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.0
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.9
,Malta,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.5
,Qatar,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Hungary,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.9
,Poland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.1
,Argentina,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.4
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.2
,Chile,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.1
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.8
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.9
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.5
,Estonia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.5
,Latvia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.6
,Uruguay,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.4
,Croatia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.6
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.0
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Seychelles,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Cuba,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Mexico,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.5
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Oman,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.0
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.3
,Romania,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.5
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.0
,Panama,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,8.4
,Malaysia,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.1
,Belarus,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.4
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.3
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.0
,Albania,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.9
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.6
,Brazil,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.9
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.6
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.9
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.0
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.9
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.6
,Belize,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,China,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.4
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.6
,Turkey,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.2
,Suriname,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.6
,Peru,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.9
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.5
,Ecuador,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.8
,Philippines,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.9
,Tunisia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,8.2
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.1
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.4
,Georgia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.1
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.5
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,8.3
,Maldives,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.5
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,7.0
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.2
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.1
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.4
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.3
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.2
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.0
,Egypt,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.9
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,0.8
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.8
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.3
,Bolivia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.5
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.4
,Gabon,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.9
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.7
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.1
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,8.6
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.2
,Morocco,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.3
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,India,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.5
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,5.4
,Pakistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.2
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Congo,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.3
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,10.5
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Nepal,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.0
,Madagascar,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Cameroon,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,4.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.7
,Kenya,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.6
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.1
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.8
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Senegal,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,6.5
,Eritrea,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Nigeria,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.4
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.3
,Guinea,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Angola,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.3
,Benin,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.3
,Malawi,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Zambia,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,1.5
,Côte d'Ivoire,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,3.7
,Burundi,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Congo (Democratic Republic of the),,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.2
,Ethiopia,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.8
,Chad,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Central African Republic,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Mozambique,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,2.6
,Mali,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Niger,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Guinea-Bissau,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
,Burkina Faso,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,,..
